Date,Open,High,Low,Close,Volume,Label
1996-10-31,12.08565952471483,12.08565952471483,11.971643868821294,11.994447000000001,3023400,Hold
1996-11-01,12.017250794625719,12.04005392706334,11.85762886756238,11.880431999999999,2419800,Hold
1996-11-04,11.903235265384614,11.903235265384614,11.789219601923076,11.857629,2278200,Hold
1996-11-05,11.880437862135924,11.880437862135924,11.65240642524272,11.743619,2532400,Buy
1996-11-06,11.743614913957932,11.926039999999999,11.698008642447416,11.926039999999999,2697600,Hold
1996-11-07,11.92603760646388,12.01725013117871,11.903234475285172,11.994447000000001,2104600,Hold
1996-11-08,11.994447471698113,12.108463132075473,11.94884120754717,12.08566,1834200,Hold
1996-11-11,12.154069529300568,12.17687266162571,11.971644470699434,12.062857000000001,2209400,Hold
1996-11-12,12.21678099043977,12.21678099043977,12.03132700956023,12.124054,2668600,Hold
1996-11-13,12.100872252390056,12.147235747609942,11.984963514340343,12.124054,2124000,Hold
1996-11-14,12.100876465909092,12.263148755681819,12.00814944318182,12.239967,1708600,Hold
1996-11-15,12.379056788571429,12.379056788571429,12.100875737142859,12.170421000000001,2784200,Hold
1996-11-18,12.193602246679317,12.263147506641365,12.193602246679317,12.216784,1848000,Hold
1996-11-19,12.263147709259261,12.518147,12.263147709259261,12.518147,2275200,Hold
1996-11-20,12.518148513011154,12.518148513011154,12.379057973977696,12.471785,1749600,Hold
1996-11-21,12.494971294776118,12.494971294776118,12.332698940298506,12.425426,1823400,Hold
1996-11-22,12.47178424489796,12.564511265306122,12.402238979591836,12.494966,2140200,Hold
1996-11-25,12.541328247232473,12.68041876383764,12.47178298892989,12.56451,2725600,Hold
1996-11-26,12.587695480733945,12.680422519266054,12.518150201834862,12.634059,1924200,Sell
1996-11-27,12.587692542213881,12.61087429643527,12.309511491557222,12.355875,1916000,Hold
1996-11-29,12.402244235074626,12.448607764925372,12.379062470149252,12.425426,644200,Hold
1996-12-02,12.379062470149252,12.448607764925372,12.263153645522387,12.425426,2081600,Hold
1996-12-03,12.425420045801529,12.425420045801529,12.147239,12.147239,2516000,Hold
1996-12-04,12.054514241842611,12.12405951631478,11.915423692898273,12.077696000000001,2518600,Hold
1996-12-05,12.07769422623574,12.239966509505702,11.984967207224335,12.193603,3015600,Hold
1996-12-06,12.00815328932039,12.100880341747574,11.82269918446602,11.938608,2886200,Hold
1996-12-09,12.054516815533981,12.054516815533981,11.892244473786409,11.938608,2544000,Hold
1996-12-10,11.961786294695482,12.077695076620826,11.799514,11.799514,2304000,Hold
1996-12-11,11.683603753479126,11.799512520874751,11.590876739562624,11.660422,2492800,Hold
1996-12-12,11.753149836734694,11.753149836734694,11.33587824489796,11.359060000000001,3138400,Buy
1996-12-13,11.26633343951613,11.521332756048388,11.173606415322581,11.498151,2702800,Hold
1996-12-16,11.544513718811881,11.822694772277227,11.49815020990099,11.706786,2927000,Hold
1996-12-17,11.637236019762845,11.776326490118576,11.614054274703557,11.729963,2118600,Hold
1996-12-18,11.660423436647173,11.892241,11.660423436647173,11.892241,1604800,Hold
1996-12-19,11.938602960151803,12.216784,11.91542120683112,12.216784,4335000,Hold
1996-12-20,12.610873806451613,12.610873806451613,12.124056986717267,12.216784,4710200,Hold
