Date,Open,High,Low,Close,Volume,Label
1996-10-31,9.296841230511495,9.31608946102299,9.258345111934963,9.277593,1175500,Hold
1996-11-01,9.296844762176525,9.354589133200355,9.27759652435305,9.316092999999999,1151500,Hold
1996-11-04,9.354587233915455,9.39308335929985,9.31609110853106,9.335339,1194200,Hold
1996-11-05,9.373834405205212,9.508571,9.35458617347175,9.508571,1220200,Sell
1996-11-06,9.508571,9.508571,9.412330526225654,9.508571,1343700,Hold
1996-11-07,9.50857123220351,9.52781946440702,9.450826878039463,9.489322999999999,1211600,Hold
1996-11-08,9.50857360558525,9.50857360558525,9.412333105438618,9.431581,777100,Hold
1996-11-11,9.39308276729767,9.450827122958163,9.39308276729767,9.412331,538500,Hold
1996-11-12,9.373834877041837,9.450827122958163,9.335338411637178,9.412331,1313300,Hold
1996-11-13,9.373834111316482,9.412330231129992,9.354585880186491,9.393082000000001,703700,Buy
1996-11-14,9.354585880186491,9.412330231129992,9.335337649056504,9.393082000000001,900400,Hold
1996-11-15,9.47007747401591,9.547069737154587,9.412333105438618,9.431581,1860900,Hold
1996-11-18,9.431578119813514,9.431578119813514,9.354585880186491,9.393082000000001,790700,Hold
1996-11-19,9.393082000000001,9.431578119813514,9.373834111316482,9.393082000000001,965200,Hold
1996-11-20,9.37383697386928,9.431581,9.354588736861322,9.431581,898100,Hold
1996-11-21,9.393082066035776,9.54706688881884,9.373834177216937,9.527819000000001,1546400,Hold
1996-11-22,9.566315586367557,9.566315586367557,9.450826878039463,9.489322999999999,1862300,Hold
1996-11-25,9.470076029075408,9.701053468142137,9.470076029075408,9.662557000000001,1594200,Hold
1996-11-26,9.662558525779028,9.758799368884883,9.62406239400463,9.701055,1406100,Sell
1996-11-27,9.68180458870561,9.701052821493636,9.585564109658469,9.604811999999999,601200,Hold
1996-11-29,9.643306883187345,9.701051229629549,9.643306883187345,9.681803,563600,Hold
1996-12-02,9.624057567382335,9.643305794839522,9.489320660074847,9.547065,1525300,Hold
1996-12-03,9.566315834279152,9.566315834279152,9.412331,9.412331,1776600,Hold
1996-12-04,9.35458355318332,9.489320110237395,9.335335326841433,9.450824,1676400,Hold
1996-12-05,9.470074582073492,9.470074582073492,9.335337649056504,9.393082000000001,1267700,Hold
1996-12-06,9.296842,9.431578597393075,9.239097646132544,9.296842,1898400,Hold
1996-12-09,9.296841230511495,9.31608946102299,9.239096881423471,9.277593,1014900,Hold
1996-12-10,9.296842,9.33533812176281,9.25834587823719,9.296842,1199900,Hold
1996-12-11,9.219851,9.258347470831346,9.123610507814723,9.219851,1488900,Buy
1996-12-12,9.354585769098588,9.470074469614133,9.277593187939402,9.373834,2101500,Hold
1996-12-13,9.31609110853106,9.354587233915455,9.277594640700146,9.335339,1488500,Hold
1996-12-16,9.373834,9.470074469614133,9.354585769098588,9.373834,1354400,Hold
1996-12-17,9.335337649056504,9.412330231129992,9.31608976037298,9.393082000000001,1946400,Hold
1996-12-18,9.412331593215306,9.4508277185997,9.335339,9.335339,1016000,Hold
1996-12-19,9.431575548236317,9.470072,9.335335103719856,9.470072,792000,Hold
1996-12-20,9.73954959383775,9.73954959383775,9.566316514537705,9.662557000000001,3280900,Hold
1996-12-23,9.681803117278973,9.720299234557944,9.547066193132903,9.643307,1107700,Hold
1996-12-24,9.662552114519846,9.797289,9.662552114519846,9.797289,931200,Hold
1996-12-26,9.797290861820837,10.0282682279968,9.797290861820837,10.00902,1471600,Hold
1996-12-27,10.105262868007502,10.470977232592857,10.047518855121913,10.451728999999998,2831000,Sell
1996-12-30,10.451728595597244,10.451728595597244,10.2977437681519,10.316991999999999,2060300,Hold
1996-12-31,10.239998509819007,10.259246739965526,9.970525,9.970525,1343300,Hold
1997-01-02,9.989774113261216,10.316991999999999,9.85503717521749,10.316991999999999,2663600,Hold
1997-01-03,10.355489595909944,10.374737830499061,10.182256511947466,10.278497,1670200,Hold
1997-01-06,10.316992589344009,10.336240479845134,10.220751767052372,10.24,1326900,Hold
1997-01-07,10.163006470946382,10.163006470946382,10.028269880110743,10.066766000000001,1751400,Hold
1997-01-08,10.240592008250207,10.280054669482471,10.043277999999999,10.043277999999999,1447100,Hold
1997-01-09,10.102474,10.18139968782641,10.043279821891321,10.102474,1860300,Hold
1997-01-10,10.003818838004328,10.082744188076159,9.964355811923843,10.02355,1534600,Buy
1997-01-13,10.10246934851338,10.220857650221134,10.10246934851338,10.181395,1159600,Hold
1997-01-14,10.220864559622862,10.556298190869715,10.220864559622862,10.497104,2574900,Hold
1997-01-15,10.437910510467521,10.773344164252611,10.37871631562047,10.753613,3007700,Sell
1997-01-16,10.753611945204186,10.753611945204186,10.35898378423556,10.457641,2605600,Hold
1997-01-17,10.477369824169038,10.536564,10.437907157296564,10.536564,3082600,Hold
1997-01-20,10.536558357476707,10.753603786654688,10.47736421334531,10.615484,1827500,Hold
1997-01-21,10.516834813075292,10.654954348536569,10.516834813075292,10.576029,2342900,Hold
1997-01-22,10.536561495731187,10.635218666030852,10.51683034250678,10.556293,2377400,Hold
1997-01-23,10.576025844275613,10.812802521323905,10.536562830737928,10.595757,1648400,Hold
1997-01-24,10.576029704841147,10.615492381739429,10.35898410428914,10.497104,1487900,Hold
1997-01-27,10.418173316076354,10.457636325158946,10.280053837420523,10.339248,1087800,Buy
1997-01-28,10.418174167416634,10.497099840986962,10.299786183627809,10.35898,1312200,Hold
1997-01-29,10.398443337502924,10.497100169267842,10.378711830732156,10.437906,1347800,Hold
1997-01-30,10.437907157296564,10.556295508958485,10.418175648338078,10.536564,1304200,Hold
1997-01-31,10.556289855868606,10.654946645739493,10.47736421334531,10.615484,2481700,Hold
1997-02-03,10.516834813075292,10.595760161611862,10.516834813075292,10.576029,2036000,Hold
1997-02-04,10.595758294034734,10.832535,10.576027135900627,10.832535,1714900,Hold
1997-02-05,10.871996847283706,11.029848552665106,10.674682829884762,10.733877,2580500,Hold
1997-02-06,10.654946645739493,10.694409642523294,10.556289855868606,10.615484,2166600,Hold
1997-02-07,10.694418805152948,10.81280719484705,10.654955774558507,10.753613,1940700,Hold
1997-02-10,10.773340596925596,11.148237859256323,10.773340596925596,11.010117999999999,2508100,Hold
1997-02-11,11.069308039223255,11.266622,10.911456379139755,11.266622,2038500,Sell
1997-02-12,11.227165,11.266628023881498,11.167970815222303,11.227165,1873500,Hold
1997-02-13,11.266626175064124,11.266626175064124,11.108774807530136,11.207432,1828100,Hold
1997-02-14,11.207429504309024,11.227160657573632,11.128503838117343,11.187698,1674200,Hold
1997-02-18,11.187700173382032,11.187700173382032,10.950922777764942,11.128506,1826600,Hold
1997-02-19,11.108776160060716,11.167970342331927,11.069313488894752,11.089045,1184300,Hold
1997-02-20,11.01011449751328,11.128502810344848,10.970651141495459,11.029846000000001,1164300,Hold
1997-02-21,11.029850839899627,11.089045022289822,10.990387817609804,11.049582000000001,1576600,Hold
1997-02-24,10.990384010043002,11.187698,10.990384010043002,11.187698,1254100,Hold
1997-02-25,11.148239204680019,11.167970364780395,11.010119328754715,11.049582000000001,1219400,Hold
1997-02-26,11.049582183372552,11.069313694844915,10.91146195411055,10.990388000000001,1650600,Hold
1997-02-27,10.95091779372065,10.97064929288251,10.852261,10.852261,821800,Hold
1997-02-28,10.852265827228411,11.029849047632132,10.81280316239551,10.91146,1019300,Hold
1997-03-03,10.852264672310865,10.911458838782902,10.753607845205613,10.773339,1096500,Hold
1997-03-04,10.773341853233735,10.793073364298294,10.654953488935439,10.674685,1314400,Hold
1997-03-05,10.714148535461279,10.714148535461279,10.477371787762445,10.576029,1296400,Hold
1997-03-06,10.536567193773509,10.595761387547016,10.418178806226493,10.477373,1891100,Hold
1997-03-07,10.497095711737211,10.753603786654688,10.497095711737211,10.615484,1506100,Hold
1997-03-10,10.615484,10.635215498391899,10.556289855868606,10.615484,1090700,Hold
1997-03-11,10.635220013537685,10.654951169262073,10.576025844275613,10.595757,1140900,Hold
1997-03-12,10.576024299184692,10.576024299184692,10.240590839385824,10.299785,1301700,Hold
1997-03-13,10.220860673451734,10.26032333534554,9.924889831637065,9.984084,1757400,Hold
1997-03-14,10.00381894709049,10.161669999999999,9.984087433835086,10.161669999999999,2121000,Hold
1997-03-17,10.12220084914612,10.181395,10.003812547438367,10.181395,1856100,Hold
1997-03-18,10.201128331631015,10.378710822177913,10.122203014306454,10.280054,2366400,Hold
1997-03-19,10.260324867172036,10.339250553787394,9.865697136184245,10.003817,1911800,Hold
1997-03-20,9.984080798622617,10.181394746912188,9.865692499857742,9.885424,3555000,Hold
1997-03-21,9.865694836597127,10.003814668218638,9.826232178010022,9.924889,3174600,Hold
1997-03-24,9.944625027579105,9.984087704113632,9.865699323465472,9.905161999999999,2222600,Hold
1997-03-25,9.944618653525838,10.063006958292418,9.806498847616709,9.865692999999998,2131200,Hold
1997-03-26,9.885424,10.023543447862794,9.845960999715485,9.885424,1797500,Hold
1997-03-27,9.905157979324695,9.905157979324695,9.352679327923667,9.431605000000001,2637400,Hold
1997-03-31,9.451339118318351,9.6486531848572,9.43160795739565,9.589459,3506800,Hold
1997-04-01,9.530265,9.589459186005381,9.411876627989237,9.530265,2592900,Hold
1997-04-02,9.490798495099176,9.530261152824293,9.254021846659647,9.273753,2308500,Buy
1997-04-03,9.313218820021989,9.411875669637165,9.254024640043978,9.372413,2405000,Hold
1997-04-04,9.27375612485504,9.411876,9.27375612485504,9.411876,2873300,Hold
1997-04-07,9.589455181537394,9.747306161286447,9.530261020250949,9.688112,4514100,Hold
1997-04-08,9.853673136135713,9.894223106653948,9.711747698246809,9.792848,3634100,Sell
1997-04-09,9.81311922340098,9.833394020156758,9.650918685055288,9.691469,1841600,Hold
1997-04-10,9.671196036572544,9.81312144964363,9.650920874500489,9.711746,1939700,Hold
1997-04-11,9.650918440640238,9.711743550800294,9.407618,9.407618,1665800,Hold
1997-04-14,9.306244041982522,9.367069159367048,9.204868966580513,9.346794000000001,2949700,Buy
1997-04-15,9.448170039393366,9.529269960606634,9.407619718070094,9.488719999999999,2048900,Hold
1997-04-16,9.468444442930904,9.630645,9.427894484021941,9.630645,1973500,Hold
1997-04-17,9.590097425975381,9.873948301753193,9.569822621074627,9.792848,2877300,Sell
1997-04-18,9.772568908456266,9.81311922340098,9.650918685055288,9.691469,3448700,Hold
1997-04-21,9.732020239466456,9.732020239466456,9.569820040416722,9.61037,995500,Hold
1997-04-22,9.590094680374413,9.711744917817924,9.508994762556487,9.630645,1860500,Hold
1997-04-23,9.691469,9.792844065928623,9.650918685055288,9.691469,1438100,Hold
1997-04-24,9.73201929718912,9.792844411033116,9.508994,9.508994,2082500,Buy
1997-04-25,9.65092141857111,10.563298352499045,9.65092141857111,10.340273,6586900,Hold
1997-04-28,10.360544622489668,10.502469999999999,10.319994669222389,10.502469999999999,2053000,Hold
1997-04-29,10.74576998917422,10.928245312278694,10.684944881472731,10.887694999999999,3433100,Hold
1997-04-30,10.88769359311929,11.009343792802936,10.806593700474531,10.989069,3567100,Hold
1997-05-01,10.989068094831667,10.989068094831667,10.847142753318952,10.928243,1660700,Hold
1997-05-02,11.009343792802936,11.070168892644759,10.94851869296111,10.989069,1896700,Hold
1997-05-05,10.989069739150944,11.252644949049865,10.989069739150944,11.212095,2871700,Hold
1997-05-06,11.130994741183736,11.272920103933064,11.11071994701707,11.212095,1887900,Hold
1997-05-07,11.130998,11.191823121740802,11.11072319989749,11.130998,2179700,Hold
1997-05-08,11.009344431814634,11.394570928177606,11.009344431814634,11.27292,3303000,Sell
1997-05-09,11.333747906647526,11.354022704351443,11.11072188545505,11.171547,1661100,Hold
1997-05-12,11.151272919531067,11.252647999999999,11.11072295948682,11.252647999999999,1889500,Hold
1997-05-13,11.110722158919538,11.171547274961558,11.070171841080457,11.090447,1356000,Hold
1997-05-14,11.171548568707106,11.21209853052556,10.948522876913993,11.009348,1261000,Buy
1997-05-15,11.029621612489585,11.23237211454495,10.989071656365152,11.171547,1658500,Hold
1997-05-16,11.19182179770392,11.252646912248869,11.11072188545505,11.171547,2535100,Hold
1997-05-19,11.171547,11.212096956124434,11.151271841579485,11.171547,716900,Hold
1997-05-20,11.090446727034536,11.171547,10.968796497944634,11.171547,1290000,Hold
1997-05-21,11.171542149617594,11.23236723775393,11.130991850382408,11.151267,2022000,Hold
1997-05-22,11.151269146006024,11.171544299525468,10.928243900158176,10.989069,1150400,Buy
1997-05-23,11.029621612489585,11.19182179770392,11.029621612489585,11.171547,1497200,Hold
1997-05-27,11.029622917337543,11.272923404300752,11.029622917337543,11.130998,2228100,Hold
1997-05-28,11.151273160819146,11.212098282559948,11.070172878259198,11.130998,1098900,Hold
1997-05-29,11.070172878259198,11.130998,11.009347756518396,11.130998,777300,Hold
1997-05-30,11.09044701581981,11.394573317896926,11.070171856871347,11.354023,1701800,Hold
1997-06-02,11.516223202380417,11.698698545256256,11.41484777141611,11.536498,2811400,Hold
1997-06-03,11.475669598078422,11.840619457843536,11.435119653739687,11.577045,2968700,Hold
1997-06-04,11.495945619966896,11.577045875493926,11.455395672561641,11.55677,1523500,Hold
1997-06-05,11.577048431973957,11.597322508362272,11.475673,11.475673,1757000,Hold
1997-06-06,11.475670792957825,11.962270897121824,11.475670792957825,11.881171,2060100,Hold
1997-06-09,11.88117697863573,11.88117697863573,11.556776144759601,11.617602,2654500,Hold
1997-06-10,11.759522817129112,11.962272955538577,11.718972500873948,11.921723,2307800,Hold
1997-06-11,11.90144666836917,12.08392125888104,11.90144666836917,12.002821,2329000,Hold
1997-06-12,12.023101455928051,12.30695192905544,12.023101455928051,12.225852,2655200,Hold
1997-06-13,12.26639519565792,12.611071327168608,12.26639519565792,12.52997,2327200,Hold
1997-06-16,12.570524878501745,12.63134926755783,12.509699046579371,12.550249,2043200,Hold
1997-06-17,12.48942036347315,12.69217224934609,12.428595988075687,12.611072,2147800,Sell
1997-06-18,12.550245943545201,12.590795887090401,12.48942012643619,12.509696,1716300,Hold
1997-06-19,12.448874437627207,12.448874437627207,12.286674247293659,12.4286,1794700,Hold
1997-06-20,12.428597515724281,12.570523600778499,12.34749761712637,12.408322,2468600,Hold
1997-06-23,12.327223496811513,12.367773451887182,12.104198924253632,12.124473,1425800,Hold
1997-06-24,12.124477668593627,12.165028,11.972416090120085,12.165028,2307600,Hold
1997-06-25,12.154883233189569,12.2562589987804,11.840619802724007,11.96227,1734100,Hold
1997-06-26,11.962271115389399,11.962271115389399,11.800070957469666,11.871034,1444500,Buy
1997-06-27,11.941996689955023,12.002821072872885,11.921721174215996,11.982547,1685300,Hold
