Date,Open,High,Low,Close,Volume,Label
1996-10-31,8.284144316504856,8.463349011650486,8.284144316504856,8.390038,1748800,Hold
1996-11-01,8.438911000000001,8.47149366795367,8.398182665057917,8.438911000000001,2412000,Hold
1996-11-04,8.455203994236312,8.520369342939482,8.43891265706052,8.479641,1216800,Hold
1996-11-05,8.495931667946257,8.536660007677543,8.45520332821497,8.487786,1656000,Hold
1996-11-06,8.504076332061068,8.577387334923664,8.487784998091604,8.536659,2821600,Hold
1996-11-07,8.536658666666668,8.642552333333335,8.512221666666667,8.577387,2035200,Hold
1996-11-08,8.601825328301887,8.634408,8.585533992452829,8.634408,2021600,Hold
1996-11-11,8.683276026119405,8.756586986940299,8.650693376865673,8.73215,1516800,Hold
1996-11-12,8.732153668528865,8.764736331471136,8.691425339851024,8.748445,1564800,Sell
1996-11-13,8.732154330827067,8.8136109943609,8.650697667293231,8.666989,2331200,Hold
1996-11-14,8.666991348484848,8.72401102840909,8.593680331439392,8.601825999999999,3011200,Hold
1996-11-15,8.61811733712121,8.65884567992424,8.593680331439392,8.601825999999999,3524000,Hold
1996-11-18,8.601826337760912,8.609972006641366,8.512223980075902,8.585535,1696000,Buy
1996-11-19,8.577387329268293,8.699572333958724,8.577387329268293,8.683281,1769600,Hold
1996-11-20,8.963177881911903,9.047418275538893,8.954753842549204,8.98845,1587200,Hold
1996-11-21,8.988443765363128,9.089532167597763,8.895779396648043,9.047412,1820000,Hold
1996-11-22,9.055835833333335,9.106380033333334,9.0221397,9.097956,2964000,Hold
1996-11-25,9.350680072202167,9.3843762166065,9.258015675090254,9.333832000000001,4609600,Hold
1996-11-26,9.333834152173914,9.426498570652173,9.241169733695653,9.300138,3005600,Hold
1996-11-27,9.39280088998211,9.468617220035778,9.367528779964221,9.418073,2592800,Hold
1996-11-29,9.418074846702318,9.493891191622104,9.418074846702318,9.451771,909600,Sell
1996-12-02,9.418072926785715,9.434921000000001,9.25801623125,9.434921000000001,3616000,Hold
1996-12-03,9.409649938644689,9.451770126373626,9.199049,9.199049,2623200,Hold
1996-12-04,9.232740737430166,9.24116477094972,8.971595698324021,9.047412,4744000,Hold
1996-12-05,9.047412,9.140076368715082,9.038987966480446,9.047412,2577600,Hold
1996-12-06,8.81154358372753,8.95475222705771,8.794695508041627,8.904208,3319200,Hold
1996-12-09,9.030567628436017,9.038991665402843,8.87051092606635,8.887359,3404800,Hold
1996-12-10,8.895780756349955,9.055837417685797,8.895780756349955,8.954749000000001,2596800,Hold
1996-12-11,8.727300506666666,8.963173493333333,8.626212083809524,8.845237,4128000,Hold
1996-12-12,8.91263052952756,8.980022820866143,8.558821,8.558821,2230800,Buy
1996-12-13,8.558818591439689,8.744147340466926,8.424034046692606,8.659907,4045200,Hold
1996-12-16,8.8283878203125,8.862083957031249,8.609362931640625,8.626211,3817600,Hold
1996-12-17,8.643063613899614,8.761000154440154,8.60936745945946,8.727304,2742800,Hold
1996-12-18,8.794690462135922,8.845234660194173,8.676753999999999,8.676753999999999,2629600,Hold
1996-12-19,8.811538151119404,9.114803326492538,8.744145889925374,9.030563,3800400,Hold
1996-12-20,9.30013564640884,9.30013564640884,9.030566497237569,9.148503,4196400,Hold
1996-12-23,9.148504073800737,9.148504073800737,9.013719483394834,9.131656,943200,Hold
1996-12-24,9.11480792619926,9.148504073800737,9.081111778597785,9.131656,652000,Hold
1996-12-26,9.131654643510055,9.283287285191957,9.131654643510055,9.215895,1162000,Sell
1996-12-27,9.232744294117648,9.333832735294118,9.131655852941178,9.165352,1252400,Hold
1996-12-30,9.182198857404023,9.266439213893968,9.131654643510055,9.215895,1706400,Hold
1996-12-31,9.215901411320754,9.300141826415095,8.895787833962265,8.929484,2735200,Hold
1997-01-02,8.929477352380951,8.946325422857143,8.777844718095238,8.845237,2542000,Buy
1997-01-03,8.895781293680297,9.190622529739777,8.895781293680297,9.064262,3989600,Hold
1997-01-06,9.064259130597016,9.16534752238806,9.013714934701493,9.030563,2985200,Hold
1997-01-07,9.047415366541353,9.064263439849622,8.912630780075187,8.963175,2136000,Hold
1997-01-08,8.99687114661654,9.030567293233082,8.912630780075187,8.963175,3096800,Hold
1997-01-09,8.980023191176471,9.26644044117647,8.96317511764706,9.165352,2500400,Hold
1997-01-10,9.04741456373429,9.384376,9.04741456373429,9.384376,2468000,Sell
1997-01-13,9.384374624087592,9.384374624087592,9.165349722627738,9.232742,2282400,Hold
1997-01-14,9.28328606909091,9.401222552727274,9.249589930909092,9.266438,1992000,Hold
1997-01-15,8.862082347014926,9.131651391791046,8.862082347014926,9.030563,4190800,Hold
1997-01-16,9.04741392936803,9.11480621189591,9.01371778810409,9.064262,1950800,Hold
1997-01-17,9.114807779411766,9.182200073529412,9.047415485294119,9.165352,2083600,Hold
1997-01-20,9.182200221402212,9.199048295202951,9.097959852398523,9.131656,994400,Hold
1997-01-21,9.097958927911277,9.266439648798523,9.013718567467652,9.114807,2577200,Hold
1997-01-22,9.064263439849622,9.114807659774435,8.963175,8.963175,2082800,Buy
1997-01-23,9.401224071813283,9.620249005385995,9.367527928186714,9.384376,5537600,Hold
1997-01-24,9.418072143626569,9.434920215439854,9.249591425493715,9.384376,3424400,Hold
1997-01-27,9.350682228260869,9.367530304347826,9.232745695652174,9.300138,2137200,Hold
1997-01-28,9.434921176470588,9.468617323529413,9.148503926470589,9.165352,2702000,Hold
1997-01-29,9.165352147601475,9.249592516605166,9.081111778597785,9.131656,2366000,Hold
1997-01-30,9.18219997316637,9.418073,9.081111533094813,9.418073,1398800,Sell
1997-01-31,9.434922150537632,9.603402903225804,9.401226,9.401226,2974400,Hold
1997-02-03,9.24959377173913,9.350682228260869,9.182201467391305,9.300138,2725600,Hold
1997-02-04,9.300135640933572,9.384376,9.23274335368043,9.384376,2151200,Hold
1997-02-05,9.384376853309481,9.586553733452595,9.384376853309481,9.418073,3616800,Hold
1997-02-06,9.418074075268816,9.418074075268816,9.26644139784946,9.401226,2524000,Hold
1997-02-07,9.468619458699472,9.653948309314586,9.451771381370826,9.586556,2767200,Hold
1997-02-10,9.637095274647889,9.738183686619719,9.552854931338029,9.569703,2278800,Hold
