timestamp,close,rsi,williamsR,smaShort,smaLong,emaShort,emaLong,wmaShort,wmaLong,hmaShort,hmaLong,tripleEma,cci,cmo,macd,ppo,roc,cmfi,dmi,psi
2016-01-25T00:00+06:00[Asia/Almaty],66.766593999999997777194948866963,-0.15507934411335156,-0.4193541929606408,-0.2098531365351157,-0.40936125816268143,-0.2357365593916756,-0.357589350052612,-0.19741895406325688,-0.3150375848769012,-0.022097291482157135,-0.1578975168330444,-0.10995655394044151,-0.8195681036938367,-0.23875401275732597,-0.8135695801825722,-1.1764589861859824,-4.726324785819867,0.10550277702188034176211378207743,-0.6903616079675395,72.12740959766097
2016-01-26T00:00+06:00[Asia/Almaty],69.221367000000000757609086576849,-0.057959129845111645,0.2305827964476117,0.14710902054274697,-0.027932026781889673,0.1076728800866553,0.008998332765295509,0.14079079116771961,0.05374005810807391,0.23398906957817275,0.19351904051744853,0.21733762850174773,-0.24974532396081553,-0.09436695627060997,-0.6830387053690781,-0.9876341793131915,-4.352168140980291,0.11196773455704512889064008411371,-0.7560125210098659,64.57352963697433
2016-01-27T00:00+06:00[Asia/Almaty],67.948852999999999724423105362803,-0.0863027916432696,-0.10633386270574086,-0.04405215395369995,-0.20209083984435786,-0.06564964676425272,-0.1649152072006576,-0.03809223938421679,-0.1165487670959671,-0.014329928751295384,0.009430208126265325,0.04429683168204637,-0.2366441006742336,-0.12025163975611519,-0.6744980974055819,-0.9765507966666139,-5.092650900308822,0.092081580019929961058810763168427,-0.8625303045371482,72.12740959766097
2016-01-28T00:00+06:00[Asia/Almaty],69.483093000000010874828149098903,0.029548396969243385,0.29987857593103884,0.1420093062543058,0.024627911448019575,0.13251413972655002,0.05512399904644383,0.15621373477917147,0.10511541668855193,0.11226556301337356,0.21438922034850338,0.22606774342678618,0.30791291797199355,-0.07240627562364961,-0.5377306342158835,-0.7781911073872086,-2.222528775629353,0.086604966027367539425056427554464,-0.8917828892505107,64.57352963697433
2016-01-29T00:00+06:00[Asia/Almaty],70.259247000000002003616828005761,0.12619809586165176,0.5053766786383631,0.22254406360679133,0.13191099134718734,0.2043633052521168,0.15276394273682772,0.22635643339733721,0.20443711973127304,0.10263417710696397,0.2731183454718334,0.27804656754621926,0.6644285439374619,-0.008730704883243387,-0.36253323560041256,-0.5239984317957788,-1.6548835795363213,0.15056756888010244316645003117909,-0.9224030665187755,64.72460723618806
2016-02-01T00:00+06:00[Asia/Almaty],68.851348999999999023202690295875,0.1015626525042983,0.13261512899043193,0.015620112734948899,-0.06301893172112727,0.0034340999185330195,-0.0449962997733974,0.023022717074216947,0.009309758479814618,-0.14307984647395175,0.028372180860475143,0.0716542465634257,0.07891807139521369,-0.05323941271491944,-0.33344983513985393,-0.48213456975610985,-2.3300556405621182,0.17296753867952079196163277053877,-0.802227875446833,72.12740959766097
2016-02-02T00:00+06:00[Asia/Almaty],67.317100999999993860001268330961,-0.023653244485029368,-0.2735994277631395,-0.16132725818560417,-0.2634929444428428,-0.1898779302043585,-0.2536438744482709,-0.17176036168558007,-0.19673467104291753,-0.28797513186191864,-0.21561686204419608,-0.11493291959534552,-0.7940738011361063,-0.08860746935820109,-0.4292538509027801,-0.6218856927810286,-4.3104701746615195,0.16829879124808119480906055660977,-0.5575619018237612,71.97633199844724
2016-02-03T00:00+06:00[Asia/Almaty],70.827811999999994441168382763863,0.09681839137835269,0.6559125629677482,0.3327810455775935,0.2494016811449064,0.2667095064320696,0.23573784836540898,0.2797543511543682,0.290519640968444,0.2204856256811147,0.2474377128273826,0.3159599358379171,0.7484009256270948,0.010106895966800875,-0.2193654774873772,-0.31719404483088876,1.3168232305266865,0.20546440842586754508244308846329,-0.9936615489794842,64.57352963697433
2016-02-04T00:00+06:00[Asia/Almaty],72.046188000000000783984432928264,0.026189544503750994,0.9597637705473436,0.46045835439158306,0.4090429461722536,0.3649542563979581,0.3711682228138409,0.36778554527356244,0.4240285788132574,0.26126910574520773,0.3374338021191247,0.3849380832237186,1.7964210232414075,0.06497800548711148,0.04476925926243901,0.06453499821864034,2.1889608041268533,0.21889544941246408849829963725934,-0.8124880579207945,64.87857286617694
2016-02-05T00:00+06:00[Asia/Almaty],72.271805000000000518411980010569,0.09682441681857856,0.9953225664437033,0.4184356080032401,0.43456524989240264,0.3342585169612056,0.3715068153002131,0.3224338971966981,0.4214053758723349,0.10079256075445152,0.26653187598194644,0.3272797820580966,1.744301140007918,0.10897213625398101,0.26920017541386265,0.38685490683212875,3.3690385037262742,0.24289578882318659754476991937472,-0.8005024551471123,65.32324957166139
2016-02-08T00:00+06:00[Asia/Almaty],73.246506000000010772055247798562,0.18507080063978565,0.8787887766239764,0.4734482374717891,0.5473998834313529,0.3916692363681385,0.4626244954409583,0.36722397834694553,0.507250211628058,0.03722447714965357,0.2752081398166292,0.3544849371434167,1.8455192116340198,0.18554621551804806,0.5197224809408892,0.7439704878863419,6.467260714972888,0.30111594333586487707754530732058,-0.6080905042820606,66.00187348193568
2016-02-09T00:00+06:00[Asia/Almaty],72.927765000000007944436219986528,0.33373162273176127,0.7877483850334447,0.3881180690692138,0.49248837583959326,0.2958785774981976,0.38975931616441445,0.2586901045691743,0.4282729707924079,-0.11166109317847574,0.11976842675353913,0.23433610247342168,1.5724856052618303,0.20795353246336026,0.6846512447476376,0.9768822837509733,8.189611152870489,0.34900095135078591326699302001755,-0.6080905042820606,73.80604845008996
2016-02-10T00:00+06:00[Asia/Almaty],72.262969999999995707185007631779,0.26335504547672817,0.5094355121428871,0.23630802885627172,0.3924843260237301,0.17481870734022398,0.2790262377018056,0.12296687238645639,0.3102146396222176,-0.20312686761616364,-0.05509077546869113,0.09668229369088831,1.4264822424000931,0.1455973558999801,0.753034564029304,1.0719865407490308,8.658179266898694,0.32537552681431674081540384010954,-0.5198396854652756,72.1992228574099
2016-02-11T00:00+06:00[Asia/Almaty],72.490631000000007588823791593313,0.1834766262663896,0.5678333503574529,0.2293888617597138,0.4121109643279826,0.17403290793602938,0.2866254772654242,0.11291373038403489,0.3093380215723105,-0.11805033479787601,-0.08262758025115402,0.08133054408781296,0.9445845279198126,0.14051671824589884,0.8161906396599062,1.159149882112203,6.811778243999015,0.31338816053524409203598991000189,-0.8028507954931116,65.53017784973345
