timestamp,close,rsi,williamsR,smaShort,smaLong,emaShort,emaLong,wmaShort,wmaLong,hmaShort,hmaLong,tripleEma,cci,cmo,macd,ppo,roc,cmfi,dmi,psi
1999-10-12T00:00+07:00[Asia/Almaty],34.072307999999999594820110360160,0.6105410093836445,0.7106983053978777,0.41879133928937207,0.7222175850253523,0.32239212024017627,0.6537269611311535,0.20939669593115745,0.5336706846311066,-0.19320054518999713,-0.09751686884971986,0.015426969530303656,1.2504061422461141,0.3260908507161195,1.1289342749968352,3.545101234610167,7.678294976763823,0.13281576737176788864425362200276,-0.37061571734202725,34.7375398468361
1999-10-13T00:00+07:00[Asia/Almaty],32.973202000000000566615199204534,0.34211274544815207,0.23270972162867298,0.03655220786059409,0.37078550589704323,-1.6465633666002882E-4,0.3168377170055055,-0.13225159600039918,0.18753707520573354,-0.40613870037272654,-0.47535877898983653,-0.30812766170251593,0.6778692770656073,0.29787969398818137,1.0452583290690631,3.273748431324783,4.77942244276126,0.090477182938603352247544035190549,-0.7619222291869867,34.7375398468361
1999-10-14T00:00+07:00[Asia/Almaty],32.857502000000003761215339181945,0.3130508832546539,0.18239311964297233,-0.05575007903319349,0.3023444410632044,-0.029935141689528,0.261796970604263,-0.16815583366701586,0.12803082291353216,-0.22385286059831264,-0.4822605182429884,-0.32588302690672527,0.34881071398590285,0.27972658026959774,0.9585588463157484,2.995748922189948,7.575836499275072,0.16579934214177926034535032962883,-0.9188814021078324,34.645562252615505
1999-10-15T00:00+07:00[Asia/Almaty],31.700546000000002777596819214523,0.16154074771463067,-0.32075376511908416,-0.44099716242531956,-0.06456942898857694,-0.335069923394704,-0.08667818677366795,-0.4742186985254653,-0.2284394519932038,-0.2824086315363399,-0.7442436128822536,-0.6077876342027694,-0.10475056554817508,0.06840508267300226,0.7874153672775018,2.4625722365837284,3.787949352745936,0.12923484967215437909397839986435,-0.9098307424544211,34.55542421027933
1999-10-18T00:00+07:00[Asia/Almaty],31.903010999999999341980583267286,0.17110442505936385,-0.3900676996405743,-0.37851356726172286,-0.007322108489770076,-0.22802223111526532,-0.02098652041591999,-0.3500948546831527,-0.16347542348332678,0.026391441373493894,-0.5191682117640952,-0.46978529960566573,-0.24398324485080874,0.09968038473895581,0.6605062555834051,2.0660212472848727,2.604651449999769,0.14879412998401695150639142856679,-0.7849287038572621,30.138660135806436
1999-10-19T00:00+07:00[Asia/Almaty],32.597178999999997017766872886568,0.20146750518799017,-0.049644099435848466,-0.16785156470135199,0.1945251505919002,-0.008641788916915827,0.17816091818976842,-0.10545536187939274,0.03771574074359985,0.30007426125455144,-0.15882705373323452,-0.2290049673699105,0.23964500720785314,0.2420405449657043,0.6089241281241166,1.9019117046280858,5.1305978543052255,0.14928469270404427566477791796687,-0.8947912385953798,30.23063773002703
1999-10-20T00:00+07:00[Asia/Almaty],33.493823999999996487986209103838,0.21583051529154829,0.32812969199873754,0.0906732835283285,0.433772610184446,0.21940272804586786,0.40842226506959817,0.14901899985639433,0.2705571541697856,0.41521231120322444,0.18927634577841698,0.006612985391669282,0.46107558449045544,0.2874286537080611,0.6330987105634305,1.9706824283492272,10.180767608118341,0.19395986469863212774302796116431,-0.7650054946871232,30.32077577236321
1999-10-21T00:00+07:00[Asia/Almaty],33.262436000000001001808414002880,0.13653396020579556,0.1570297064975925,0.007971780339038908,0.3357873775043471,0.12807776487005032,0.3163880282451032,0.07714671566170717,0.17567300139448486,0.14170842470489692,0.15719866294510307,-0.07950355573351046,0.433576450549076,0.2573133757406741,0.6263658083655892,1.9446283465747776,8.286264867232239,0.19301363247135576942230151026515,-0.7650054946871232,34.7375398468361
1999-10-22T00:00+07:00[Asia/Almaty],33.464905000000001678017724771053,0.0714311193942212,0.27273366369437935,0.06986560497731524,0.360682516619908,0.15891172012807558,0.34719973226205086,0.12665486272015214,0.20590776313854106,0.025194089593704738,0.2157860013724018,-0.04310708004019334,0.6070351471904366,0.2680161841666349,0.6301040438702369,1.9506050774020638,8.945405158743172,0.25535783580679990207983462394334,-0.6787159658213027,31.23776326347092
1999-10-25T00:00+07:00[Asia/Almaty],33.291350999999998805378709221259,0.07999822982169613,0.1735536184166756,0.021718303551773628,0.28503503923471085,0.0910531751860856,0.2748869356314568,0.07239897664681022,0.13185445390855208,-0.10268246437229162,0.1443160037474156,-0.10389362736740433,0.41296022632230667,0.2828006681716529,0.6120074244636758,1.8902994672515647,8.17672363385477,0.25834194600705517418007191546790,-0.7847479434928135,34.7375398468361
1999-10-26T00:00+07:00[Asia/Almaty],32.712890999999999053216015454382,-0.11570047211795387,-0.15701605437300103,-0.10978177277779125,0.0931818026675227,-0.07121747776709865,0.09529478816111403,-0.07934601181832093,-0.051031931809145184,-0.22565822072337843,-0.04328835421074585,-0.2514573575651429,0.3415960453880939,0.20334547912975925,0.5447097605472685,1.681143076617622,7.30554655043486,0.20962525053897572947230500052355,-0.548599478658932,34.6675443151688
1999-10-27T00:00+07:00[Asia/Almaty],32.250075999999999964984453981742,-0.16078816852369637,-0.4214986514620893,-0.19582173491105348,-0.07106543777542625,-0.18255574262925783,-0.04337578012441382,-0.18478281638142005,-0.191643644754888,-0.22143113709251502,-0.17960019393732757,-0.3400484687985286,-0.5966070995138493,0.1191126369098254,0.4488564368458409,1.3857886586328758,5.387445819543119,0.16906743352538378196536953057022,-0.7455014762093224,34.59894869413484
1999-10-28T00:00+07:00[Asia/Almaty],34.506157000000001744410838000476,0.0033664303371030435,0.8677675400557846,0.4603237426101471,0.5451672670385268,0.4088614983332928,0.5678519009431546,0.4086875174487167,0.4311950651411169,0.40104451074780223,0.4301008377020651,0.24964144450181006,1.1228378815069835,0.23002539195460514,0.5486147793949124,1.685622415383411,11.287326889990075,0.23120464632694497791370166099149,-0.3564602926583169,31.23776326347092
1999-10-29T00:00+07:00[Asia/Almaty],35.055728999999999473402567673475,0.057327549235901776,0.5000017512669923,0.5603730039864993,0.6457904937153506,0.4731884295523195,0.6627042448212838,0.4652240276018066,0.5298437915916789,0.33957254599235753,0.47089845055014623,0.2987875282839136,2.3146103795070334,0.23741230992399803,0.6643615061282884,2.029664907677943,10.382593447368318,0.11572524728036950756887660879056,-0.12146127432638343,31.44138786501844
